title,artist,genre,tempo,energy,danceability,loudness,liveness,valence,duration,acousticness,speechiness,top_year,artist_type
Shake It Out,Florence + The Machine,pop,107,80,53,-4,11,22,278,1,4,2011,Band/Group
Tongue Tied,Grouplove,pop,113,94,56,-6,16,37,218,1,4,2011,Band/Group
Earthquake (feat. Tinie Tempah),Labrinth,pop,153,86,54,-4,28,26,275,11,10,2011,Solo
Born This Way,Lady Gaga,pop,124,83,59,-5,33,49,260,0,16,2011,Solo
The Edge Of Glory,Lady Gaga,pop,128,77,58,-7,11,36,321,0,4,2011,Solo
I Follow Rivers - The Magician Remix,Lykke Li,pop,122,70,79,-6,8,30,280,2,4,2011,Solo
Buzzin Remix,Mann,pop,104,94,69,-4,28,54,224,9,15,2011,Solo
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,pop,128,76,72,-4,31,62,201,1,5,2011,Band/Group
S&M,Rihanna,pop,128,68,77,-5,9,84,244,1,4,2011,Solo
We Found Love,Rihanna,pop,128,77,74,-4,11,60,215,3,4,2011,Solo
What's My Name?,Rihanna,pop,100,78,69,-3,8,56,263,18,7,2011,Solo
One Day / Reckoning Song (Wankelmut Remix) - Radio Edit,Asaf Avidan,pop,119,67,83,-6,17,53,215,22,6,2012,Solo
Call Me Maybe,Carly Rae Jepsen,pop,120,58,78,-7,11,66,193,1,4,2012,Solo
Spectrum (Say My Name) - Calvin Harris Remix,Florence + The Machine,pop,126,95,58,-4,10,59,218,0,5,2012,Band/Group
We Are Young (feat. Janelle Monáe),fun.,pop,184,64,38,-6,8,74,251,2,8,2012,Band/Group
Some Nights,fun.,pop,108,74,67,-7,9,39,277,2,5,2012,Band/Group
Somebody That I Used To Know,Gotye,pop,129,50,86,-7,10,72,245,59,4,2012,Solo
Oblivion,Grimes,pop,156,53,70,-9,9,49,251,12,3,2012,Solo
I Love It (feat. Charli XCX),Icona Pop,pop,126,91,71,-3,15,82,157,1,3,2012,Duo
Boyfriend,Justin Bieber,pop,97,55,72,-6,13,33,171,4,5,2012,Solo
Ride,Lana Del Rey,pop,94,69,37,-6,38,19,289,13,3,2012,Solo
Video Games,Lana Del Rey,pop,122,25,39,-10,9,18,282,81,3,2012,Solo
Born To Die,Lana Del Rey,pop,86,63,39,-7,20,40,286,20,4,2012,Solo
Primadonna,MARINA,pop,128,69,66,-3,9,43,221,9,3,2012,Solo
How to Be a Heartbreaker,MARINA,pop,140,90,69,-5,11,85,221,1,5,2012,Solo
One More Night,Maroon 5,pop,93,82,72,-3,8,61,219,4,3,2012,Band/Group
Payphone,Maroon 5,pop,110,76,74,-5,37,52,231,1,4,2012,Band/Group
Dirty Paws,Of Monsters and Men,pop,112,65,36,-7,6,13,278,11,3,2012,Band/Group
"Gone, Gone, Gone",Phillip Phillips,pop,118,64,66,-6,11,50,210,13,4,2012,Solo
Home,Phillip Phillips,pop,121,83,61,-6,12,32,210,3,3,2012,Solo
Gangnam Style (강남스타일),PSY,pop,132,94,73,-3,9,75,219,0,29,2012,Solo
We Found Love,Rihanna,pop,128,77,74,-4,11,60,215,3,4,2012,Solo
Where Have You Been,Rihanna,pop,128,85,72,-6,22,44,243,0,9,2012,Solo
I Knew You Were Trouble.,Taylor Swift,pop,77,47,62,-7,3,68,220,0,4,2012,Solo
We Are Never Ever Getting Back Together,Taylor Swift,pop,86,68,63,-6,12,75,193,1,9,2012,Solo
Ho Hey,The Lumineers,pop,80,47,69,-9,9,35,163,79,3,2012,Band/Group
Here's to Never Growing Up,Avril Lavigne,pop,165,87,48,-3,41,74,214,1,9,2013,Solo
Pompeii,Bastille,pop,127,72,68,-6,27,57,214,8,4,2013,Band/Group
Of The Night,Bastille,pop,125,83,67,-7,9,35,214,2,4,2013,Band/Group
Safe And Sound,Capital Cities,pop,118,82,66,-5,10,77,193,0,3,2013,Duo
The Mother We Share,CHVRCHES,pop,174,69,46,-6,13,34,191,3,3,2013,Band/Group
I Love It (feat. Charli XCX),Icona Pop,pop,126,91,71,-3,15,82,157,1,3,2013,Duo
Beauty And A Beat,Justin Bieber,pop,128,84,60,-5,7,53,228,0,6,2013,Solo
Sonnentanz - Sun Don't Shine,Klangkarussell,pop,120,54,59,-8,11,17,236,11,9,2013,Duo
All I Want,Kodaline,pop,187,41,19,-10,8,16,306,17,5,2013,Band/Group
High Hopes,Kodaline,pop,77,49,49,-6,19,22,230,58,3,2013,Band/Group
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,pop,126,81,57,-6,13,11,215,2,6,2013,Solo
Royals,Lorde,pop,85,43,67,-10,13,34,190,12,12,2013,Solo
Team,Lorde,pop,100,58,69,-7,31,42,193,17,9,2013,Solo
Daylight,Maroon 5,pop,120,68,66,-6,21,33,225,0,3,2013,Band/Group
Little Talks,Of Monsters and Men,pop,103,76,46,-5,15,42,267,2,3,2013,Band/Group
Still into You,Paramore,pop,136,92,60,-4,6,77,216,1,4,2013,Band/Group
Ain't It Fun,Paramore,pop,104,89,61,-4,2,67,297,15,9,2013,Band/Group
Home,Phillip Phillips,pop,121,83,61,-6,12,32,210,3,3,2013,Solo
Papaoutai,Stromae,pop,116,81,73,-7,6,25,232,3,8,2013,Solo
I Knew You Were Trouble.,Taylor Swift,pop,77,47,62,-7,3,68,220,0,4,2013,Solo
22,Taylor Swift,pop,104,73,66,-7,5,67,232,0,4,2013,Solo
Everything Has Changed,Taylor Swift,pop,80,46,62,-7,31,44,245,36,3,2013,Solo
Ho Hey,The Lumineers,pop,80,47,69,-9,9,35,163,79,3,2013,Band/Group
Another Love,Tom Odell,pop,123,54,45,-9,9,13,244,70,4,2013,Solo
The Man,Aloe Blacc,pop,82,77,31,-7,21,49,255,3,7,2014,Solo
Best Day Of My Life,American Authors,pop,100,90,67,-2,6,54,194,6,3,2014,Band/Group
Boom Clap,Charli XCX,pop,92,91,66,-2,19,58,170,15,8,2014,Solo
Don't,Ed Sheeran,pop,95,61,81,-7,64,85,220,1,7,2014,Solo
Sing,Ed Sheeran,pop,120,67,82,-4,6,94,235,30,5,2014,Solo
Budapest,George Ezra,pop,128,46,72,-8,11,39,201,8,3,2014,Solo
Blame It on Me,George Ezra,pop,104,76,54,-3,34,42,196,47,3,2014,Solo
Hideaway,Kiesza,pop,123,72,84,-4,8,20,252,9,5,2014,Solo
Jealous,Labrinth,pop,117,15,44,-9,11,10,288,87,5,2014,Solo
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,pop,123,88,76,-6,60,80,189,2,3,2014,Duo
Team,Lorde,pop,100,58,69,-7,31,42,193,17,9,2014,Solo
Maps,Maroon 5,pop,120,71,74,-6,6,88,190,2,3,2014,Band/Group
Animals,Maroon 5,pop,190,74,28,-6,59,33,231,0,9,2014,Band/Group
Sugar,Maroon 5,pop,120,79,75,-7,9,88,235,6,3,2014,Band/Group
Stolen Dance,Milky Chance,pop,114,58,89,-9,8,73,314,43,4,2014,Band/Group
Am I Wrong,Nico & Vinz,pop,120,68,73,-6,55,78,246,18,3,2014,Duo
CoCo,O.T. Genasis,pop,120,63,89,-6,31,18,240,0,13,2014,Solo
Ain't It Fun,Paramore,pop,104,89,61,-4,2,67,297,15,9,2014,Band/Group
"Happy - From ""Despicable Me 2""",Pharrell Williams,pop,160,82,65,-5,9,96,233,22,18,2014,Solo
Me And My Broken Heart,Rixton,pop,174,78,55,-4,13,55,194,0,3,2014,Duo
Style,Taylor Swift,pop,95,79,59,-6,12,49,231,0,4,2014,Solo
Bad Blood,Taylor Swift,pop,170,79,65,-6,20,29,212,9,19,2014,Solo
Shake It Off,Taylor Swift,pop,160,79,65,-5,15,94,219,6,17,2014,Solo
Habits (Stay High),Tove Lo,pop,110,65,73,-4,8,35,209,7,3,2014,Solo
Talking Body,Tove Lo,pop,120,76,74,-5,8,11,238,10,3,2014,Solo
Riptide,Vance Joy,pop,102,73,48,-7,15,51,204,43,4,2014,Solo
Thinking out Loud,Ed Sheeran,pop,79,45,78,-6,18,59,282,47,3,2015,Solo
Barcelona,George Ezra,pop,94,57,63,-9,11,18,189,32,3,2015,Solo
What Do You Mean?,Justin Bieber,pop,125,57,85,-8,8,79,206,59,10,2015,Solo
High By The Beach,Lana Del Rey,pop,132,49,54,-11,12,10,258,24,3,2015,Solo
Hurt Me,Låpsley,pop,138,73,66,-5,16,59,231,69,13,2015,Solo
Lot to Learn,Luke Christopher,pop,82,85,41,-4,7,60,248,9,20,2015,Solo
That's How You Know (feat. Kid Ink & Bebe Rexha),Nico & Vinz,pop,104,44,77,-6,12,74,186,44,4,2015,Duo
Drive,Oh Wonder,pop,142,46,66,-8,8,38,196,71,10,2015,Duo
FourFiveSeconds,Rihanna,pop,206,27,58,-6,13,35,188,88,5,2015,Solo
Bitch Better Have My Money,Rihanna,pop,103,73,78,-5,26,40,219,5,6,2015,Solo
Blank Space,Taylor Swift,pop,96,68,75,-5,13,58,232,9,6,2015,Solo
Wildest Dreams,Taylor Swift,pop,140,67,55,-7,11,47,220,7,7,2015,Solo
Bad Blood,Taylor Swift,pop,170,66,65,-7,14,22,200,3,11,2015,Solo
Style,Taylor Swift,pop,95,79,60,-6,12,46,231,0,4,2015,Solo
Talking Body,Tove Lo,pop,120,76,74,-5,8,11,238,10,3,2015,Solo
YOUTH,Troye Sivan,pop,92,74,63,-4,8,59,185,6,4,2015,Solo
Good Grief,Bastille,pop,120,76,73,-5,31,88,206,15,7,2016,Band/Group
"i hate u, i love u (feat. olivia o'brien)",Garrett Nash,pop,93,28,49,-13,10,18,251,69,30,2016,Solo
"Me, Myself & I",G-Eazy,pop,112,67,76,-7,16,39,251,2,10,2016,Solo
Can I Be Him,James Arthur,pop,108,54,70,-6,9,48,247,31,5,2016,Solo
Love Yourself,Justin Bieber,pop,100,38,61,-10,28,52,234,84,44,2016,Solo
Sorry,Justin Bieber,pop,100,76,65,-4,30,41,201,8,5,2016,Solo
7 Years,Lukas Graham,pop,120,47,77,-6,39,34,237,29,5,2016,Band/Group
Alaska,Maggie Rogers,pop,104,39,85,-11,11,18,188,41,5,2016,Solo
You & Me,Marc E. Bassy,pop,84,64,45,-8,19,61,218,4,28,2016,Solo
Final Song,MØ,pop,105,67,70,-6,8,25,236,1,3,2016,Solo
Not Nice,PARTYNEXTDOOR,pop,128,50,60,-9,12,73,203,3,8,2016,Solo
Needed Me,Rihanna,pop,111,31,67,-8,8,30,192,11,24,2016,Solo
Work,Rihanna,pop,92,53,73,-6,9,56,219,8,9,2016,Solo
Treat You Better,Shawn Mendes,pop,83,82,44,-4,11,75,188,11,34,2016,Solo
I Know What You Did Last Summer,Shawn Mendes,pop,114,76,69,-5,15,74,224,10,9,2016,Solo
Ophelia,The Lumineers,pop,76,57,66,-7,9,57,160,61,3,2016,Band/Group
Cool Girl,Tove Lo,pop,102,69,67,-7,8,20,199,31,11,2016,Solo
Rolex,Ayo & Teo,pop,145,89,80,-3,27,79,239,8,4,2017,Duo
Bored,Billie Eilish,pop,120,32,61,-13,8,11,181,90,5,2017,Solo
do re mi,blackbear,pop,111,59,75,-6,12,17,212,1,5,2017,Solo
Perfect,Ed Sheeran,pop,95,45,60,-6,11,17,263,16,2,2017,Solo
Shape of You,Ed Sheeran,pop,96,65,83,-3,9,93,234,58,8,2017,Solo
Him & I (with Halsey),G-Eazy,pop,88,73,59,-6,31,19,269,5,9,2017,Solo
No Limit,G-Eazy,pop,176,77,84,-4,9,41,245,1,24,2017,Solo
Young Dumb & Broke,Khalid,pop,137,54,80,-6,17,39,203,20,4,2017,Solo
Location,Khalid,pop,80,45,74,-11,9,33,219,33,43,2017,Solo
iSpy (feat. Lil Yachty),KYLE,pop,75,65,75,-7,23,67,253,38,29,2017,Solo
Lust For Life (with The Weeknd),Lana Del Rey,pop,100,66,50,-9,36,26,264,60,5,2017,Solo
Liability,Lorde,pop,76,23,59,-11,10,38,172,92,13,2017,Solo
Green Light,Lorde,pop,129,72,59,-8,9,25,235,2,10,2017,Solo
"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,pop,107,55,78,-5,13,18,214,23,8,2017,Solo
broken,lovelytheband,pop,123,73,67,-6,4,51,205,0,4,2017,Band/Group
Glorious (feat. Skylar Grey),Macklemore,pop,140,79,73,-5,11,36,220,3,5,2017,Solo
Cold (feat. Future),Maroon 5,pop,100,72,69,-6,5,41,234,14,11,2017,Band/Group
Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,pop,100,61,78,-6,10,42,214,34,7,2017,Band/Group
Nights With You,MØ,pop,120,67,76,-4,38,60,197,40,10,2017,Solo
Love Galore (feat. Travis Scott),SZA,pop,135,59,80,-6,16,41,275,11,7,2017,Solo
Look What You Made Me Do,Taylor Swift,pop,128,71,77,-6,13,51,212,20,12,2017,Solo
...Ready For It?,Taylor Swift,pop,160,76,61,-7,20,42,208,5,14,2017,Solo
Eastside (with Halsey & Khalid),benny blanco,pop,89,68,56,-8,12,32,174,56,32,2018,Solo
lovely (with Khalid),Billie Eilish,pop,115,30,35,-10,10,12,200,93,3,2018,Solo
Nevermind,Dennis Lloyd,pop,100,69,60,-8,41,8,157,16,20,2018,Solo
Him & I (with Halsey),G-Eazy,pop,88,73,59,-6,31,19,269,5,9,2018,Solo
Shotgun,George Ezra,pop,116,74,67,-5,24,75,201,29,5,2018,Solo
Paradise,George Ezra,pop,138,88,64,-4,21,91,222,21,4,2018,Solo
we fell in love in october,girl in red,pop,130,37,57,-13,16,24,184,11,3,2018,Solo
Love Lies (with Normani),Khalid,pop,144,65,71,-6,13,34,202,10,4,2018,Solo
Wait,Maroon 5,pop,126,60,66,-5,11,45,191,10,6,2018,Band/Group
Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,pop,170,79,68,-4,8,84,220,5,8,2018,Band/Group
Delicate,Taylor Swift,pop,95,40,75,-10,9,5,232,22,7,2018,Solo
Saturday Sun,Vance Joy,pop,100,86,64,-4,22,71,215,48,5,2018,Solo
On A Roll,Ashley O,pop,125,81,74,-6,5,39,154,8,9,2019,Solo
lovely (with Khalid),Billie Eilish,pop,115,30,35,-10,10,12,200,93,3,2019,Solo
bad guy,Billie Eilish,pop,135,43,70,-11,10,56,194,33,38,2019,Solo
when the party's over,Billie Eilish,pop,83,11,37,-14,9,20,196,98,10,2019,Solo
bury a friend,Billie Eilish,pop,120,39,91,-15,11,20,193,74,33,2019,Solo
Kill This Love,BLACKPINK,pop,132,84,76,-5,23,65,191,32,19,2019,Band/Group
Boy With Luv (feat. Halsey),BTS,pop,120,86,65,-5,19,80,230,9,8,2019,Band/Group
Take Me Back to London (feat. Stormzy),Ed Sheeran,pop,138,76,89,-6,16,61,190,22,22,2019,Solo
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,pop,95,79,75,-6,7,61,206,21,12,2019,Solo
Antisocial (with Travis Scott),Ed Sheeran,pop,152,82,72,-5,36,91,162,13,5,2019,Solo
Better,Khalid,pop,98,55,60,-10,10,11,229,8,10,2019,Solo
Talk (feat. Disclosure),Khalid,pop,136,40,90,-9,6,35,198,5,13,2019,Solo
Shallow,Lady Gaga,pop,96,39,57,-6,23,32,216,37,3,2019,Solo
Doin' Time,Lana Del Rey,pop,145,56,64,-11,9,52,202,40,4,2019,Solo
Someone You Loved,Lewis Capaldi,pop,110,41,50,-6,11,45,182,75,3,2019,Solo
Grace,Lewis Capaldi,pop,104,56,72,-6,17,49,186,44,3,2019,Solo
Light On,Maggie Rogers,pop,102,57,66,-6,13,40,234,20,5,2019,Solo
Señorita,Shawn Mendes,pop,117,55,76,-6,8,75,191,4,3,2019,Solo
If I Can't Have You,Shawn Mendes,pop,124,81,69,-4,15,86,191,52,6,2019,Solo
Lover,Taylor Swift,pop,69,54,36,-8,12,45,221,49,9,2019,Solo
Cruel Summer,Taylor Swift,pop,170,70,55,-6,11,56,178,12,16,2019,Solo
You Need To Calm Down,Taylor Swift,pop,85,67,77,-6,6,71,171,1,6,2019,Solo
Blurred Lines,Robin Thicke,r&b,120,50,86,-8,8,88,263,0,5,2013,Solo
Here,Alessia Cara,r&b,120,82,38,-4,8,33,199,8,10,2015,Solo
The Hills,The Weeknd,r&b,113,56,59,-7,14,14,242,7,5,2015,Solo
Can't Feel My Face,The Weeknd,r&b,108,77,71,-6,11,58,214,11,4,2015,Solo
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,r&b,120,38,66,-6,10,43,252,39,3,2015,Solo
In The Night,The Weeknd,r&b,168,68,51,-5,5,54,236,8,7,2015,Solo
Here,Alessia Cara,r&b,120,82,38,-4,8,33,199,8,10,2016,Solo
Starboy,The Weeknd,r&b,186,59,68,-7,14,49,230,14,28,2016,Solo
I Feel It Coming,The Weeknd,r&b,93,82,77,-6,7,59,269,43,12,2017,Solo
Call Out My Name,The Weeknd,r&b,134,59,46,-5,31,18,228,17,4,2018,Solo
Pray For Me (with Kendrick Lamar),The Weeknd,r&b,101,68,74,-5,11,19,211,8,9,2018,Solo
Down On Me,Jeremih,rap,160,60,70,-8,11,59,228,4,11,2011,Solo
All Of The Lights,Kanye West,rap,142,80,53,-3,18,22,300,8,7,2011,Solo
The Show Goes On,Lupe Fiasco,rap,143,89,59,-4,16,65,240,2,12,2011,Solo
Mercy,Kanye West,rap,140,50,56,-9,17,43,329,7,41,2012,Solo
Battle Scars (with Guy Sebastian),Lupe Fiasco,rap,168,81,52,-5,11,49,250,19,29,2012,Solo
Hands on the Wheel (feat. Asap Rocky),ScHoolboy Q,rap,128,78,65,-7,7,18,197,2,11,2012,Solo
Harlem Shake,Baauer,rap,138,79,45,-5,42,28,197,1,5,2013,Solo
Black Skinhead,Kanye West,rap,130,81,77,-6,17,33,188,0,28,2013,Solo
Bad (feat. Rihanna) - Remix,Wale,rap,114,70,81,-7,11,45,239,31,7,2013,Solo
Hot N*gga,Bobby Shmurda,rap,168,51,79,-7,6,18,195,5,42,2014,Solo
Don't Tell 'Em,Jeremih,rap,98,53,86,-5,11,39,267,39,10,2014,Solo
Somebody,Natalie La Rose,rap,105,52,83,-9,7,74,190,0,4,2014,Solo
Collard Greens,ScHoolboy Q,rap,154,57,83,-5,21,65,300,3,6,2014,Solo
Man Of The Year,ScHoolboy Q,rap,112,87,75,-5,20,37,216,1,4,2014,Solo
679 (feat. Remy Boyz),Fetty Wap,rap,190,72,62,-6,63,60,197,0,32,2015,Solo
Trap Queen,Fetty Wap,rap,148,87,75,-4,35,82,222,2,13,2015,Solo
My Way (feat. Monty),Fetty Wap,rap,128,74,75,-3,15,54,213,0,5,2015,Solo
oui,Jeremih,rap,79,72,42,-4,11,60,238,21,10,2015,Solo
Somebody,Natalie La Rose,rap,105,52,83,-9,7,74,190,0,4,2015,Solo
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,rap,108,43,89,-10,9,23,177,3,14,2015,Solo
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,rap,129,81,84,-5,12,81,209,50,6,2017,Solo
Plain Jane,A$AP Ferg,rap,170,84,80,-5,9,52,174,7,28,2017,Solo
Man's Not Hot,Big Shaq,rap,135,88,91,-4,11,59,186,11,24,2017,Solo
Unforgettable,French Montana,rap,98,77,73,-5,10,73,234,3,12,2017,Solo
Tunnel Vision,Kodak Black,rap,172,49,50,-8,12,23,268,6,29,2017,Solo
XO Tour Llif3,Lil Uzi Vert,rap,155,75,73,-6,11,40,183,0,23,2017,Solo
Congratulations,Post Malone,rap,123,80,63,-4,25,49,220,22,4,2017,Solo
I Fall Apart,Post Malone,rap,144,54,56,-5,20,29,223,7,4,2017,Solo
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,rap,108,43,89,-10,9,23,177,3,14,2017,Solo
Rake It Up (feat. Nicki Minaj),Yo Gotti,rap,150,44,91,-8,14,53,276,2,34,2017,Solo
Lucid Dreams,Juice WRLD,rap,84,57,51,-7,34,22,240,35,20,2018,Solo
Freaky Friday (feat. Chris Brown),Lil Dicky,rap,133,60,76,-5,11,76,217,15,22,2018,Solo
rockstar (feat. 21 Savage),Post Malone,rap,160,52,59,-6,13,13,218,12,7,2018,Solo
Better Now,Post Malone,rap,145,58,68,-6,14,34,231,33,4,2018,Solo
Psycho (feat. Ty Dolla $ign),Post Malone,rap,140,56,75,-8,11,46,221,55,11,2018,Solo
Mo Bamba,Sheck Wes,rap,146,63,73,-5,25,26,184,19,3,2018,Solo
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,rap,204,35,75,-8,9,11,237,1,33,2018,Solo
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,rap,93,66,58,-5,11,43,189,2,30,2019,Solo
Look Back at It,A Boogie Wit da Hoodie,rap,96,59,79,-5,15,54,179,41,4,2019,Solo
Thotiana,Blueface,rap,104,38,91,-13,11,39,129,18,27,2019,Solo
Leave Me Alone,Flipp Dinero,rap,150,74,79,-3,18,74,196,11,9,2019,Solo
emotions,iann dior,rap,81,63,63,-6,14,16,131,1,4,2019,Solo
gone girl,iann dior,rap,95,71,68,-6,7,36,137,16,3,2019,Solo
Robbery,Juice WRLD,rap,80,69,62,-5,15,57,240,33,5,2019,Solo
ZEZE (feat. Travis Scott & Offset),Kodak Black,rap,98,60,86,-6,9,50,229,5,18,2019,Solo
Ransom,Lil Tecca,rap,180,64,75,-6,7,23,131,2,29,2019,Solo
Pure Water (with Migos),Mustard,rap,202,56,68,-6,34,14,192,17,13,2019,Solo
Pop Out (feat. Lil Tjay),Polo G,rap,168,64,77,-7,7,26,167,15,47,2019,Solo
Circles,Post Malone,rap,120,76,70,-3,9,55,215,19,4,2019,Solo
Better Now,Post Malone,rap,145,58,68,-6,14,34,231,33,4,2019,Solo
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,rap,90,52,76,-4,7,93,158,53,6,2019,Solo
Wow.,Post Malone,rap,100,54,83,-7,10,39,150,14,21,2019,Solo
Goodbyes (feat. Young Thug),Post Malone,rap,150,65,55,-4,10,16,175,46,8,2019,Solo
My Type,Saweetie,rap,105,81,90,-6,7,59,126,0,26,2019,Solo
Wavin' Flag,K'NAAN,other,76,70,63,-6,24,72,221,13,7,2010,Solo
Rude,MAGIC!,other,144,76,77,-5,31,93,225,4,4,2014,Band/Group
Animal,Neon Trees,rock,148,83,48,-6,37,74,212,0,4,2010,Band/Group
For the First Time,The Script,rock,174,63,40,-5,18,36,253,3,3,2010,Band/Group
What You Know,Two Door Cinema Club,rock,139,74,56,-4,8,78,192,0,4,2010,Band/Group
The Adventures of Rain Dance Maggie,Red Hot Chili Peppers,rock,106,73,68,-5,26,58,282,0,3,2011,Band/Group
Too Close,Alex Clare,rock,126,71,58,-4,11,29,257,1,4,2012,Solo
Breezeblocks,alt-J,rock,150,66,62,-7,21,29,227,10,3,2012,Band/Group
R U Mine?,Arctic Monkeys,rock,97,79,52,-5,70,68,200,5,3,2012,Band/Group
It's Time,Imagine Dragons,rock,105,88,66,-5,14,86,238,2,4,2012,Band/Group
On Top Of The World,Imagine Dragons,rock,100,93,64,-6,9,76,190,9,15,2012,Band/Group
Madness,Muse,rock,180,42,50,-8,11,22,281,13,7,2012,Band/Group
Everybody Talks,Neon Trees,rock,155,92,47,-4,31,73,177,0,6,2012,Band/Group
Why'd You Only Call Me When You're High?,Arctic Monkeys,rock,92,63,69,-6,10,80,161,5,4,2013,Band/Group
Do I Wanna Know?,Arctic Monkeys,rock,85,53,55,-8,22,41,272,19,3,2013,Band/Group
Demons,Imagine Dragons,rock,90,71,51,-3,33,43,175,19,3,2013,Band/Group
Radioactive,Imagine Dragons,rock,136,78,45,-4,67,24,187,11,6,2013,Band/Group
I Will Wait,Mumford & Sons,rock,131,76,48,-5,31,45,277,1,3,2013,Band/Group
Chocolate,The 1975,rock,100,94,59,-4,38,68,225,0,5,2013,Band/Group
Sweater Weather,The Neighbourhood,rock,124,81,61,-3,10,40,240,5,3,2013,Band/Group
First,Cold War Kids,rock,78,69,47,-4,52,56,200,2,3,2014,Band/Group
Superheroes,The Script,rock,167,89,49,-4,7,64,245,0,4,2014,Band/Group
Electric Love,BØRNS,rock,120,80,61,-8,26,52,218,1,5,2015,Solo
Mountain at My Gates,Foals,rock,104,93,50,-5,25,62,244,0,5,2015,Band/Group
Believe,Mumford & Sons,rock,114,62,36,-7,22,42,221,3,4,2015,Band/Group
Stressed Out,Twenty One Pilots,rock,170,64,73,-6,6,65,202,5,14,2015,Duo
Renegades,X Ambassadors,rock,90,86,53,-6,23,53,195,1,9,2015,Band/Group
Unsteady,X Ambassadors,rock,117,67,39,-6,12,20,194,18,6,2015,Band/Group
Somebody Else,The 1975,rock,101,79,61,-6,15,47,348,20,6,2016,Band/Group
The Sound,The 1975,rock,121,94,65,-5,45,55,249,9,8,2016,Band/Group
Renegades,X Ambassadors,rock,90,86,53,-6,23,53,195,1,9,2016,Band/Group
Unsteady,X Ambassadors,rock,117,67,39,-6,12,20,194,18,6,2016,Band/Group
Weak,AJR,rock,124,64,67,-5,19,70,201,12,5,2017,Trio
Believer,Imagine Dragons,rock,125,78,78,-4,8,67,204,6,13,2017,Band/Group
Thunder,Imagine Dragons,rock,168,82,61,-5,15,29,187,1,4,2017,Band/Group
Whatever It Takes,Imagine Dragons,rock,135,66,67,-5,12,56,201,4,3,2017,Band/Group
Feel It Still,Portugal. The Man,rock,79,80,80,-5,7,75,163,4,5,2017,Band/Group
Natural,Imagine Dragons,rock,100,61,70,-6,8,22,189,22,4,2018,Band/Group
It's Not Living (If It's Not With You),The 1975,rock,121,84,62,-5,6,53,248,0,3,2018,Band/Group
3 Nights,Dominic Fike,rock,152,52,82,-7,10,88,178,22,9,2019,Solo
High Hopes,Panic! At The Disco,rock,82,90,58,-3,6,68,191,19,6,2019,Band/Group
Bohemian Rhapsody - Remastered 2011,Queen,rock,144,40,39,-10,24,23,354,29,5,2019,Band/Group
When We Collide,Matt Cardle,other,82,68,44,-6,31,45,226,2,3,2010,Solo
Keisha & Becky - Remix,Russ Millions,pop,141,47,86,-10,12,64,253,25,48,2019,Solo
